id,frameTime,voiceProb_sma_max,voiceProb_sma_min,voiceProb_sma_range,voiceProb_sma_linregc1,voiceProb_sma_linregerrA,voiceProb_sma_stddev,voiceProb_sma_skewness,voiceProb_sma_kurtosis,voiceProb_sma_amean,voiceProb_sma_duration,voiceProb_sma_upleveltime0.0,voiceProb_sma_downleveltime0.0,HNR_sma_max,HNR_sma_min,HNR_sma_range,HNR_sma_linregc1,HNR_sma_linregerrA,HNR_sma_stddev,HNR_sma_skewness,HNR_sma_kurtosis,HNR_sma_amean,HNR_sma_duration,HNR_sma_upleveltime0.0,HNR_sma_downleveltime0.0,F0_sma_max,F0_sma_min,F0_sma_range,F0_sma_linregc1,F0_sma_linregerrA,F0_sma_stddev,F0_sma_skewness,F0_sma_kurtosis,F0_sma_amean,F0_sma_duration,F0_sma_upleveltime0.0,F0_sma_downleveltime0.0,jitterLocal_sma_max,jitterLocal_sma_min,jitterLocal_sma_range,jitterLocal_sma_linregc1,jitterLocal_sma_linregerrA,jitterLocal_sma_stddev,jitterLocal_sma_skewness,jitterLocal_sma_kurtosis,jitterLocal_sma_amean,jitterLocal_sma_duration,jitterLocal_sma_upleveltime0.0,jitterLocal_sma_downleveltime0.0,jitterDDP_sma_max,jitterDDP_sma_min,jitterDDP_sma_range,jitterDDP_sma_linregc1,jitterDDP_sma_linregerrA,jitterDDP_sma_stddev,jitterDDP_sma_skewness,jitterDDP_sma_kurtosis,jitterDDP_sma_amean,jitterDDP_sma_duration,jitterDDP_sma_upleveltime0.0,jitterDDP_sma_downleveltime0.0,jitterLocEnv_sma_max,jitterLocEnv_sma_min,jitterLocEnv_sma_range,jitterLocEnv_sma_linregc1,jitterLocEnv_sma_linregerrA,jitterLocEnv_sma_stddev,jitterLocEnv_sma_skewness,jitterLocEnv_sma_kurtosis,jitterLocEnv_sma_amean,jitterLocEnv_sma_duration,jitterLocEnv_sma_upleveltime0.0,jitterLocEnv_sma_downleveltime0.0,jitterDEnv_sma_max,jitterDEnv_sma_min,jitterDEnv_sma_range,jitterDEnv_sma_linregc1,jitterDEnv_sma_linregerrA,jitterDEnv_sma_stddev,jitterDEnv_sma_skewness,jitterDEnv_sma_kurtosis,jitterDEnv_sma_amean,jitterDEnv_sma_duration,jitterDEnv_sma_upleveltime0.0,jitterDEnv_sma_downleveltime0.0,shimmerLocal_sma_max,shimmerLocal_sma_min,shimmerLocal_sma_range,shimmerLocal_sma_linregc1,shimmerLocal_sma_linregerrA,shimmerLocal_sma_stddev,shimmerLocal_sma_skewness,shimmerLocal_sma_kurtosis,shimmerLocal_sma_amean,shimmerLocal_sma_duration,shimmerLocal_sma_upleveltime0.0,shimmerLocal_sma_downleveltime0.0,shimmerLocEnv_sma_max,shimmerLocEnv_sma_min,shimmerLocEnv_sma_range,shimmerLocEnv_sma_linregc1,shimmerLocEnv_sma_linregerrA,shimmerLocEnv_sma_stddev,shimmerLocEnv_sma_skewness,shimmerLocEnv_sma_kurtosis,shimmerLocEnv_sma_amean,shimmerLocEnv_sma_duration,shimmerLocEnv_sma_upleveltime0.0,shimmerLocEnv_sma_downleveltime0.0,pcm_intensity_sma_max,pcm_intensity_sma_min,pcm_intensity_sma_range,pcm_intensity_sma_linregc1,pcm_intensity_sma_linregerrA,pcm_intensity_sma_stddev,pcm_intensity_sma_skewness,pcm_intensity_sma_kurtosis,pcm_intensity_sma_amean,pcm_intensity_sma_duration,pcm_intensity_sma_upleveltime0.0,pcm_intensity_sma_downleveltime0.0,speakingRate_sma_max,speakingRate_sma_min,speakingRate_sma_range,speakingRate_sma_linregc1,speakingRate_sma_linregerrA,speakingRate_sma_stddev,speakingRate_sma_skewness,speakingRate_sma_kurtosis,speakingRate_sma_amean,speakingRate_sma_duration,speakingRate_sma_upleveltime0.0,speakingRate_sma_downleveltime0.0,label
88947-003,0.0,0.8428356,0.12602839999999998,0.7168071999999999,-0.0001219049,0.1454525,0.1701187,-0.07088639,1.9282700000000002,0.5277894000000001,655,654,1,460.517,-44.24553,504.7625,0.09395863,35.02807,65.99763,3.890996,20.1295,18.67501,655,654,1,488.6151,28.67383,459.9413,0.1085543,66.51054,91.97388000000001,1.7957869999999998,6.115124,141.3615,451,450,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.009313585,0.003104528,0.006209057,5.566786e-07,7.690984000000001e-05,0.00038940059999999997,-14.20536,213.0139,0.009284111999999999,316,315,1,0.009313585,0.003104528,0.006209057,5.566786e-07,7.690984000000001e-05,0.00038940059999999997,-14.20536,213.0139,0.009284111999999999,316,315,1,6.387207e-06,9.258355999999999e-11,6.387114e-06,-6.664334e-10,6.350995000000001e-07,9.563571999999998e-07,2.7347479999999997,11.6952,5.674989e-07,655,654,1,20.0,0.8333333,19.16667,0.02379844,2.544244,5.318894,0.3152316,1.838452,8.839286,616,615,1,0
26753-024,0.0,0.9518648000000001,0.22563979999999997,0.726225,-0.0004095028,0.10112539999999999,0.1322049,-1.0316530000000002,3.604472,0.6896329000000001,275,274,1,460.517,-17.08481,477.6018,-0.1484107,20.66404,54.813719999999996,6.652974,50.478559999999995,17.24605,275,274,1,484.8485,34.01655,450.8319,0.2528511,97.55986999999999,123.4659,1.32522,3.222922,182.3013,263,262,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.363658e-05,6.779106999999999e-11,2.3636509999999997e-05,1.4158919999999999e-08,2.260504e-06,3.872156e-06,2.960008,12.030510000000001,1.844529e-06,275,274,1,8.333333,0.8333333,7.5,0.009324394,1.2971409999999999,1.666248,0.9936396000000001,3.000808,3.601695,236,235,1,0
47939-007,0.0,0.8237526,0.1730689,0.6506835999999999,0.00025593240000000003,0.16313350000000001,0.1904711,-0.2786603,1.903484,0.49895870000000003,112,111,1,160.4194,-21.299129999999998,181.7186,-0.26431129999999997,19.9332,37.15419,3.524332,14.631129999999999,6.7367360000000005,112,111,1,440.7979,43.537409999999994,397.2605,-3.624421,67.30077,121.5965,0.9880929,2.509414,195.7881,80,79,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.767745e-06,9.463714e-10,2.7667989999999997e-06,4.071359e-10,3.0434859999999995e-07,5.010383000000001e-07,3.1384950000000003,13.11801,2.5502259999999997e-07,112,111,1,7.5,1.666667,5.8333330000000005,0.04111131,0.7911305999999999,1.355134,-0.9595369,3.2389069999999998,6.472602999999999,73,72,1,0
61496-009,0.0,0.9013384,0.3809166,0.5204219,0.0008521036,0.14069679999999998,0.15915910000000003,0.2853144,1.7879669999999999,0.5966220999999999,36,35,1,23.15326,-7.664891000000001,30.81815,0.1327543,6.5451,8.130929,0.5126462,2.542216,4.499985,36,35,1,473.5042,114.6953,358.8088,2.85973,90.88163,110.4001,-0.5223085999999999,2.0791049999999998,326.2632,30,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.025127e-07,1.802489e-10,8.023325e-07,-4.45821e-09,1.480915e-07,2.1490579999999997e-07,1.8579169999999998,5.600947,1.4322839999999999e-07,36,35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
52053-010,0.0,0.7794272,0.17642660000000002,0.6030005999999999,-0.02100366,0.07622746,0.20852420000000002,0.5990595999999999,1.874729,0.40498140000000005,31,30,1,12.350719999999999,-16.48055,28.831259999999997,-0.9700300999999999,3.817945,9.733602000000001,0.717808,2.066649,-6.111237,31,30,1,239.1184,73.56321,165.5552,0.8006143,53.344640000000005,60.75147,-1.063641,2.513572,192.3258,12,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.395506e-06,7.400789000000001e-09,2.388105e-06,-5.983448e-08,4.1427120000000003e-07,7.436960999999999e-07,1.496683,3.8826620000000003,4.949717000000001e-07,31,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
87083-018,0.0,0.8610865,0.19258470000000003,0.6685019,0.001019155,0.12983319999999998,0.1776145,-1.389737,3.699645,0.6976549,215,214,1,18.21657,-22.618579999999998,40.83515,0.05732079,7.617151,10.17108,-1.231954,3.2797989999999997,7.8479399999999995,215,214,1,233.5742,29.46593,204.1082,0.1544906,15.6212,28.052329999999998,-0.3344876,7.597929,119.3112,193,192,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.607825e-06,5.344535999999999e-09,5.6024800000000004e-06,2.881106e-10,1.00537e-06,1.266942e-06,1.3106,4.101078,1.245886e-06,215,214,1,10.0,2.5,7.5,0.00016784919999999999,1.2037280000000001,1.480115,-0.21699829999999998,3.196882,8.053977,176,175,1,0
35063-005,0.0,0.8490203000000002,0.2294478,0.6195725000000001,0.001917946,0.1115529,0.14860009999999998,0.720773,3.162484,0.4975669,86,85,1,460.517,-13.746720000000002,474.2637,-1.655171,74.45729,114.2251,2.208397,7.128947999999999,53.63366,86,85,1,472.2452,46.57933,425.6659,-1.2406700000000002,82.51268,102.0887,0.6622722,3.008578,198.7404,59,58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.0584989999999998e-06,3.541415e-10,3.058145e-06,-1.352971e-09,4.176023e-07,5.999596999999999e-07,2.4794650000000003,9.300459,3.232546e-07,86,85,1,12.5,2.5,10.0,0.1244026,0.702983,1.911607,-0.4723063,4.083193,8.829787,47,46,1,3
52053-011,0.0,0.9403931000000001,0.1559949,0.7843983,-0.001537221,0.18300650000000002,0.237262,0.2431131,1.792234,0.5197396,215,214,1,460.517,-37.41253,497.9295,-0.143494,17.003,47.4133,6.825116,56.102869999999996,5.225711,215,214,1,344.4953,23.809520000000003,320.6858,-1.003652,44.6717,71.99768,0.1728212,2.446001,153.6983,135,134,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.62065e-06,2.548565e-10,5.620395e-06,1.802179e-09,6.32648e-07,9.434928000000001e-07,2.559366,10.8327,6.574869e-07,215,214,1,8.333333,0.8333333,7.5,0.005945958,1.167031,1.631202,0.020613,2.583742,4.815341,176,175,1,0
81392-009,0.0,0.9144909,0.18638329999999997,0.7281076,-0.0002387773,0.18228139999999998,0.2181486,-1.194208,2.925454,0.7299939000000001,186,185,1,23.54946,-25.29719,48.84666,-0.03305653,10.916960000000001,12.98822,-1.024766,2.6654419999999996,9.468577999999999,186,185,1,227.6282,30.828509999999998,196.7997,-0.3219257,18.45099,34.09639,-1.468489,6.138796,155.3998,165,164,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.067934e-06,1.021005e-08,7.057723999999999e-06,5.9853789999999995e-09,1.209248e-06,1.582389e-06,1.464432,4.457943,1.419315e-06,186,185,1,10.0,1.666667,8.333333,0.009854007,1.19592,1.85054,1.641764,4.830873,5.510204,147,146,1,3
47939-012,0.0,0.7780427,0.05563734,0.7224054,0.001414429,0.11788210000000002,0.15588229999999997,0.02520954,2.935377,0.42541890000000004,96,95,1,460.517,-30.40871,490.9257,0.5559301,99.17638000000001,134.671,1.987122,5.677022,60.8485,96,95,1,302.4812,44.53897,257.9422,1.47422,50.57273,64.7281,0.26394059999999997,2.307673,147.0883,50,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.082779e-06,6.895304e-10,3.0820890000000004e-06,-4.2928299999999995e-09,3.452973e-07,5.533707e-07,3.4544410000000005,16.21743,2.893589e-07,96,95,1,11.66667,0.8333333,10.83333,0.1631233,1.819021,3.4043300000000003,1.007889,2.1265,4.4736839999999995,57,56,1,0
78080-006,0.0,0.9320415999999999,0.11209080000000002,0.8199509,-0.001171503,0.15814820000000002,0.223813,-1.5261959999999999,4.037114,0.7353265,193,192,1,26.17938,-27.31192,53.49129,-0.04993007,9.040913,11.975810000000001,-1.326743,3.9323690000000004,10.205639999999999,193,192,1,474.3512,57.19433000000001,417.1569,0.009641941,28.966309999999996,55.22461,2.342429,14.3882,192.7986,172,171,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.7779230000000002e-06,1.60576e-09,1.776318e-06,-1.990652e-09,2.3314520000000002e-07,3.3853e-07,1.7917319999999999,6.077958,2.9436420000000004e-07,193,192,1,5.0,0.8333333,4.1666669999999995,0.014953,0.8366416999999999,1.2140520000000001,0.6395205,1.758489,3.214286,154,153,1,0
81392-007,0.0,0.9207880999999999,0.15689360000000002,0.7638944999999999,2.909445e-05,0.1718576,0.1994962,-0.6387146,2.282928,0.6719734,655,654,1,460.517,-22.60557,483.1226,-0.05231066,20.547710000000002,47.394709999999996,5.677402,40.917320000000004,16.62779,655,654,1,492.3076,37.75823,454.5494,-0.002080951,66.05781,92.55663,1.566395,5.148105,200.251,590,589,1,0.11856680000000001,0.02339016,0.09517663,0.0004952099,0.01058676,0.0239337,0.39726740000000005,1.617222,0.08739892,142,141,1,0.11856680000000001,0.02339016,0.09517663,0.0004952099,0.01058676,0.0239337,0.39726740000000005,1.617222,0.08739892,142,141,1,0.04007642,0.01335881,0.02671761,8.294056e-05,0.001768274,0.004032847,-5.603027,34.204159999999995,0.03932026,53,52,1,0.04007642,0.01335881,0.02671761,8.294056e-05,0.001768274,0.004032847,-5.603027,34.204159999999995,0.03932026,53,52,1,0.02811908,0.003247129,0.02487195,4.9917790000000004e-05,0.004690015,0.007689804000000001,0.8756776,2.030401,0.01521153,375,374,1,0.02811908,0.003247129,0.02487195,4.9917790000000004e-05,0.004690015,0.007689804000000001,0.8756776,2.030401,0.01521153,375,374,1,1.25836e-05,1.27759e-10,1.258347e-05,2.21413e-10,9.731591999999999e-07,1.535466e-06,3.323749,17.27532,8.719587e-07,655,654,1,13.333329999999998,0.8333333,12.5,0.008912261,1.589561,2.509316,0.05814268,2.4607930000000002,6.826299000000001,616,615,1,3
91117-006,0.0,0.9369693000000001,0.2790262,0.6579431,3.316232e-05,0.1284674,0.1509968,0.12476559999999999,2.106872,0.5874596,170,169,1,304.8784,-32.92306,337.8015,-0.009663366,13.741179999999998,37.5678,6.525389,49.29335,6.469926,170,169,1,403.7219,43.48154,360.2404,-0.17679389999999998,55.65302,73.55233,0.5846452,3.4467559999999997,184.5689,153,152,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.413634e-05,8.628620000000002e-09,1.412771e-05,9.660984e-09,1.299812e-06,2.028784e-06,3.365989,17.11287,1.3047659999999999e-06,170,169,1,12.5,1.666667,10.83333,0.07095321,1.2299950000000002,3.184641,-0.10093110000000001,1.58114,8.549619,131,130,1,0
87083-015,0.0,0.8573828000000001,0.2016002,0.6557826,0.003189059,0.1513015,0.1839677,0.266296,1.9495040000000001,0.522247,66,65,1,315.2749,-10.57209,325.847,-0.38701820000000003,27.212870000000002,59.07725,4.09126,19.37005,17.32627,66,65,1,283.5389,33.75527,249.7837,1.462332,42.955290000000005,60.403319999999994,0.20984629999999999,2.704444,148.6287,41,40,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.510882e-06,1.474578e-09,7.509408e-06,2.755429e-08,9.689924999999999e-07,1.614937e-06,2.541311,9.11316,8.27456e-07,66,65,1,5.0,1.666667,3.333333,0.01424501,0.6025113000000001,0.8281733,-2.191347,6.99,4.629630000000001,27,26,1,0
87083-000,0.0,0.8193037000000001,0.1441396,0.6751640999999999,0.00031596580000000003,0.13259,0.165777,-0.8335779000000001,2.974462,0.5636181,235,234,1,15.020710000000001,-22.90794,37.92864,0.02716566,7.064862,8.826253,-0.8282023999999999,2.81746,0.25789989999999996,235,234,1,252.4773,19.32367,233.1537,0.03978092,25.90755,38.99892,1.2819909999999999,6.114976,92.70628,196,195,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.939775e-06,3.818073e-09,7.935956999999999e-06,-3.122009e-09,7.242028000000001e-07,1.225184e-06,3.118686,13.515229999999999,6.838332e-07,235,234,1,8.333333,0.8333333,7.5,0.01207145,1.894673,2.229302,0.28015059999999997,1.46755,4.6173470000000005,196,195,1,0
95465-009,0.0,0.9551101000000001,0.2222135,0.7328965999999999,-8.540953000000002e-05,0.13238370000000002,0.1703033,-1.284198,3.7736129999999997,0.7424868,466,465,1,30.62295,-49.57074,80.1937,-0.001034277,8.782524,11.46072,-1.2468139999999999,5.465936,10.14643,466,465,1,402.3139,49.6124,352.7015,-0.1764405,36.76614,56.800309999999996,1.1703700000000001,4.585051999999999,181.7699,423,422,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.30417140000000004,0.1013905,0.2027809,0.00024768020000000003,0.008797837,0.02432903,-7.219289999999999,55.95028000000001,0.3005929,85,84,1,0.30417140000000004,0.1013905,0.2027809,0.00024768020000000003,0.008797837,0.02432903,-7.219289999999999,55.95028000000001,0.3005929,85,84,1,7.817947e-06,3.456051e-09,7.814491e-06,8.609186e-10,6.938604000000001e-07,1.09487e-06,3.162802,15.468760000000001,7.3871e-07,466,465,1,8.333333,0.8333333,7.5,0.0005351052,1.133684,1.437904,1.600164,4.864452,3.149883,427,426,1,0
81392-008,0.0,0.9397306999999999,0.1381091,0.8016215999999999,9.710523e-06,0.1890053,0.2155176,-0.5803884,2.073696,0.6583439,1096,1095,1,309.53,-37.14116,346.6712,-0.002069553,13.4316,27.84693,5.085148,38.563390000000005,10.832410000000001,1096,1095,1,492.3076,42.74126,449.5664,-0.05048402,59.458330000000004,86.76463000000001,1.6575900000000001,5.954574,186.1464,932,931,1,0.38157399999999997,0.02259151,0.3589825,0.0006390695,0.0416488,0.09380607,1.44792,4.393555,0.1340305,418,417,1,0.38157399999999997,0.02259151,0.3589825,0.0006390695,0.0416488,0.09380607,1.44792,4.393555,0.1340305,418,417,1,0.1295709,0.04319032,0.08638063,5.965062e-06,0.002388683,0.007296679,-10.02593,110.4422,0.1281329,176,175,1,0.1295709,0.04319032,0.08638063,5.965062e-06,0.002388683,0.007296679,-10.02593,110.4422,0.1281329,176,175,1,0.10433130000000002,0.003265965,0.1010653,6.521866e-05,0.03442813,0.04359936,0.7673498000000001,1.671793,0.03882997,815,814,1,0.10433130000000002,0.003265965,0.1010653,6.521866e-05,0.03442813,0.04359936,0.7673498000000001,1.671793,0.03882997,815,814,1,7.783697e-06,6.285558e-10,7.783068e-06,-1.77895e-10,9.559889e-07,1.349296e-06,2.2549240000000004,8.365411,9.116278e-07,1096,1095,1,15.0,0.8333333,14.166670000000002,0.004174809,2.0919470000000002,2.874248,-0.14518979999999998,2.642829,8.382214,1057,1056,1,3
87083-019,0.0,0.8540514000000001,0.1164873,0.7375641,-0.0001599646,0.12899380000000002,0.1524716,-0.3469772,2.486436,0.4869425,275,274,1,310.5187,-28.023609999999998,338.5423,0.05121986,15.2448,37.55876,5.501832,37.58797,3.849328,275,274,1,301.1776,25.88997,275.2876,-0.2339755,32.330909999999996,46.9224,1.725277,7.085947999999999,98.26496,187,186,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.498979e-06,1.9895539999999996e-09,4.4969900000000005e-06,-2.461769e-09,4.1584959999999993e-07,7.176388000000001e-07,3.632186,18.4576,4.705923e-07,275,274,1,10.0,1.666667,8.333333,0.0052480159999999994,1.2371530000000002,1.629995,0.08817045,2.7608610000000002,6.610169,236,235,1,0
26753-025,0.0,0.8429859000000001,0.1260992,0.7168868,-0.00016787009999999998,0.1306433,0.16982979999999998,-1.332695,3.761855,0.6434905,696,695,1,460.517,-47.281890000000004,507.7989,0.02469961,17.12657,43.86032,5.77856,41.488620000000004,12.94416,696,695,1,436.8254,30.191840000000003,406.6336,0.1076249,40.07808,68.13252,2.980917,12.47478,120.8525,624,623,1,0.3056288,0.1018763,0.2037525,0.00013433129999999998,0.006620773000000001,0.02098617,-8.497117999999999,77.02424,0.3029941,116,115,1,0.3056288,0.1018763,0.2037525,0.00013433129999999998,0.006620773000000001,0.02098617,-8.497117999999999,77.02424,0.3029941,116,115,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3941025,0.009990639,0.3841119,0.001315124,0.08532042,0.1692341,0.7786765999999999,1.612416,0.14588620000000002,361,360,1,0.3941025,0.009990639,0.3841119,0.001315124,0.08532042,0.1692341,0.7786765999999999,1.612416,0.14588620000000002,361,360,1,8.216952e-06,1.712465e-10,8.216781e-06,-1.4025220000000003e-09,9.257307e-07,1.333655e-06,2.106947,7.639702000000001,9.282555000000001e-07,696,695,1,11.66667,0.8333333,10.83333,0.007005858,1.983934,2.720293,0.3987294,1.933602,5.559361,657,656,1,0
