# gunzip -c /z/mkperez/PremanifestHD-classification/Data/Spont-Speech/set2/exp/mono_ali_clinician/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py /z/mkperez/PremanifestHD-classification/Data/Spont-Speech/set2/lang_all_clinician 
# Started at Mon Jan 28 18:48:17 EST 2019
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 43.1818181818% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 48.4848484848% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 56.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,11.9,38) frames.
Overall, ih_I accounts for 3.5% of phone occurrences, with duration (median, mean, 95-percentile) is (3,5.3,12) frames.
Overall, n_I accounts for 3.3% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.0,17) frames.
Overall, eh_I accounts for 2.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.6,30) frames.
Overall, iy_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.4,27) frames.
Overall, d_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.9,17) frames.
Overall, dh_B accounts for 2.2% of phone occurrences, with duration (median, mean, 95-percentile) is (4,8.9,32) frames.
Overall, w_B accounts for 2.2% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.0,24) frames.
Overall, n_E accounts for 2.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.4,24) frames.
Overall, t_I accounts for 2.2% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.9,20) frames.
Overall, r_I accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.8,19) frames.
Overall, ih_B accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.4,19) frames.
Overall, z_E accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.7,22) frames.
Overall, s_B accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.3,19) frames.
Overall, l_I accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.1,23) frames.
Overall, ae_I accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.6,21) frames.
Overall, s_E accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.9,25) frames.
Overall, ow_E accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,11.6,34) frames.
Overall, y_B accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,13.4,40) frames.
Overall, ah_B accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.1,14) frames.
Overall, b_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.3,15) frames.
Overall, t_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.2,18) frames.
Overall, hh_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.0,15) frames.
Overall, iy_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.5,22) frames.
Overall, aa_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,13.0,45) frames.
Overall, n_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.6,19) frames.
Overall, d_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.9,15) frames.
Overall, s_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.0,18) frames.
Overall, k_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.4,17) frames.
Overall, ay_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.4,24) frames.
Overall, ae_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,11.3,29) frames.
Overall, l_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,11.5,33) frames.
Overall, ah_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.1,24) frames.
Overall, uw_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.6,22) frames.
Overall, m_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.0,17) frames.
Overall, r_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,10.0,22) frames.
Overall, f_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.3,21) frames.
Overall, ey_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.7,29) frames.
Overall, ng_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.1,20) frames.
Overall, ao_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (13,16.6,35) frames.
Overall, k_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.6,18) frames.
Overall, k_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.1,17) frames.
Overall, d_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.6,12) frames.
Overall, er_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.0,17) frames.
Overall, g_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,12.6,38) frames.
Overall, m_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.9,23) frames.
Overall, l_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.3,27) frames.
Overall, ah_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.7,13) frames.
Overall, er_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.3,21) frames.
Overall, ow_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,8.3,21) frames.
Overall, v_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.2,11) frames.
Overall, ey_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.0,25) frames.
Overall, p_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.0,19) frames.
Overall, m_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.2,12) frames.
Overall, v_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.7,9) frames.
Overall, ay_S accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.5,28) frames.
Overall, ae_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.1,21) frames.
The optional-silence phone sil occupies 24.2% of frames overall 
Limiting the stats to the 89.7% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 19.7% of frames.
Assuming 100 frames per second, the alignments represent 0.2 hours of data, or 0.2 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 5.7% of utterance-internal phones, with duration (median, mean, 95-percentile) = (22,35.3,101)
# Accounting: time=0 threads=1
# Ended (code 0) at Mon Jan 28 18:48:17 EST 2019, elapsed time 0 seconds
