# gunzip -c /z/mkperez/PremanifestHD-classification/Data/Spont-Speech/set18/exp/mono_ali_clinician/decode/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py /z/mkperez/PremanifestHD-classification/Data/Spont-Speech/set18/exp/mono_ali_clinician/graph 
# Started at Mon Jan 28 18:44:48 EST 2019
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 41.3043478261% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 43.4782608696% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 58.7% of phone occurrences, with duration (median, mean, 95-percentile) is (15,16.9,39) frames.
Overall, w_B accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (16,19.6,37) frames.
Overall, ao_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (18,18.0,20) frames.
Overall, k_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.8,15) frames.
Overall, r_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (14,20.0,39) frames.
Overall, ah_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (20,16.0,24) frames.
Overall, b_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.1,17) frames.
Overall, d_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (12,15.2,23) frames.
Overall, s_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.0,13) frames.
Overall, z_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.2,23) frames.
Overall, aa_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (17,22.6,28) frames.
Overall, iy_S accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (13,17.7,18) frames.
Overall, ey_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (15,28.2,40) frames.
Overall, t_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,12.3,15) frames.
Overall, w_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.7,10) frames.
Overall, er_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.4,10) frames.
Overall, s_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (12,19.2,22) frames.
Overall, ao_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,18.8,21) frames.
Overall, ay_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (9,12.8,13) frames.
Overall, g_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.5,6) frames.
Overall, hh_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.8,8) frames.
Overall, l_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,22.0,32) frames.
Overall, l_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,19.2,24) frames.
Overall, uw_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (3,17.8,9) frames.
The optional-silence phone sil occupies 23.7% of frames overall 
Limiting the stats to the 86.1% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 20.0% of frames.
Assuming 100 frames per second, the alignments represent 0.0 hours of data, or 0.0 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 10.1% of utterance-internal phones, with duration (median, mean, 95-percentile) = (20,31.6,81)
# Accounting: time=0 threads=1
# Ended (code 0) at Mon Jan 28 18:44:48 EST 2019, elapsed time 0 seconds
