# gunzip -c /z/mkperez/PremanifestHD-classification/Data/Spont-Speech/set5/exp/mono_clinician/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py /z/mkperez/PremanifestHD-classification/Data/Spont-Speech/set5/lang_all_clinician 
# Started at Mon Jan 28 18:52:55 EST 2019
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 40.7258064516% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 47.5806451613% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 59.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,11.4,34) frames.
Overall, nonsilence accounts for 91.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.9,25) frames.
Overall, sil accounts for 8.2% of phone occurrences, with duration (median, mean, 95-percentile) is (18,28.1,84) frames.
Overall, ah_I accounts for 4.1% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.2,15) frames.
Overall, t_E accounts for 3.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.2,16) frames.
Overall, ih_I accounts for 3.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.5,17) frames.
Overall, n_I accounts for 3.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.3,19) frames.
Overall, eh_I accounts for 2.8% of phone occurrences, with duration (median, mean, 95-percentile) is (4,8.3,31) frames.
Overall, iy_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,11.2,28) frames.
Overall, d_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.0,21) frames.
Overall, dh_B accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.5,22) frames.
Overall, t_I accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.6,18) frames.
Overall, n_E accounts for 2.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.8,21) frames.
Overall, w_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.7,22) frames.
Overall, r_I accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.1,16) frames.
Overall, ih_B accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.6,17) frames.
Overall, z_E accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.8,29) frames.
Overall, ae_I accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.9,30) frames.
Overall, s_B accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.4,21) frames.
Overall, l_I accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.8,23) frames.
Overall, s_E accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.9,27) frames.
Overall, y_B accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,13.9,43) frames.
Overall, ow_E accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (5,12.0,38) frames.
Overall, ah_B accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.2,20) frames.
Overall, b_B accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.0,16) frames.
Overall, hh_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.6,15) frames.
Overall, t_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.5,20) frames.
Overall, n_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.2,18) frames.
Overall, aa_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.9,27) frames.
Overall, iy_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.4,22) frames.
Overall, s_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.4,22) frames.
Overall, k_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.2,14) frames.
Overall, d_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.1,16) frames.
Overall, ae_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,11.5,37) frames.
Overall, ay_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.4,24) frames.
Overall, ah_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.0,20) frames.
Overall, l_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,13.0,36) frames.
Overall, m_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.3,18) frames.
Overall, r_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,10.2,25) frames.
Overall, ng_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.3,18) frames.
Overall, uw_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.7,25) frames.
Overall, f_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.7,21) frames.
Overall, d_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (3,6.6,18) frames.
Overall, ey_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.3,25) frames.
Overall, ao_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (11,15.2,35) frames.
Overall, er_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.7,21) frames.
Overall, k_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.2,19) frames.
Overall, g_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.7,24) frames.
Overall, m_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.0,20) frames.
Overall, k_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.6,28) frames.
Overall, ah_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.3,12) frames.
Overall, ow_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,9.5,22) frames.
Overall, v_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.6,16) frames.
Overall, l_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.5,27) frames.
Overall, ay_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,11.8,41) frames.
Overall, p_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.1,20) frames.
Overall, er_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,10.3,30) frames.
Overall, ey_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.5,24) frames.
Overall, m_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.7,10) frames.
Overall, v_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.0,7) frames.
Overall, p_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.5,17) frames.
Overall, uw_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.2,19) frames.
Overall, ae_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (12,11.1,22) frames.
The optional-silence phone sil occupies 22.0% of frames overall 
Limiting the stats to the 90.7% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 18.2% of frames.
Assuming 100 frames per second, the alignments represent 0.2 hours of data, or 0.2 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 5.8% of utterance-internal phones, with duration (median, mean, 95-percentile) = (20,32.1,94)
# Accounting: time=0 threads=1
# Ended (code 0) at Mon Jan 28 18:52:55 EST 2019, elapsed time 0 seconds
